transactionID,carrierID,customerID,amount,date
2309,3,725,8.54,2006-02-08 16:05:26
2310,3,109,9.74,2005-04-13 20:21:43
2311,3,346,15.92,2008-02-16 19:07:22
2312,2,809,6.56,2008-04-12 23:17:40
2313,3,30,8.04,2006-09-15 06:46:56
2314,3,267,6.16,2005-06-21 07:50:59
2315,1,52,6.66,2007-10-06 10:59:45
2316,3,402,18.8,2009-12-08 21:24:52
2317,1,149,17.79,2005-11-08 05:39:40
2318,3,145,19.98,2007-07-29 14:42:49
2319,1,843,16.41,2007-05-03 01:26:10
2320,3,867,13.66,2006-05-17 13:39:20
2321,1,527,8.83,2009-07-17 18:37:05
2322,1,903,10.58,2008-08-16 22:11:47
2323,2,151,7.21,2007-12-17 14:16:13
2324,3,588,13.57,2009-12-03 22:57:27
2325,2,650,10.21,2005-05-06 01:44:49
2326,2,873,12.22,2005-03-26 23:24:33
2327,3,317,13.92,2005-08-29 17:57:54
2328,1,7,9.02,2008-10-16 04:09:08
2329,1,738,11.87,2009-05-06 22:55:56
2330,2,528,6.33,2006-01-21 07:18:23
2331,3,355,7.17,2009-09-02 08:38:35
2332,3,470,16.09,2009-07-29 04:50:23
2333,3,490,10.78,2006-01-30 21:56:44
2334,1,671,17.78,2008-12-27 06:41:15
2335,1,957,10.12,2006-06-14 10:04:02
2336,2,852,16.26,2009-03-26 20:18:57
2337,3,117,5.5,2008-10-30 18:14:36
2338,1,63,16.89,2005-04-04 05:31:08
2339,1,355,13.74,2005-04-09 01:43:29
2340,3,659,16.21,2005-06-03 19:36:42
2341,2,431,5.85,2007-10-19 13:04:50
2342,3,297,10.45,2008-05-18 15:50:27
2343,3,662,11.26,2009-12-04 09:19:25
2344,2,777,16.11,2006-07-12 00:11:47
2345,2,216,12.19,2009-06-14 10:06:24
2346,2,688,10.62,2009-03-22 22:23:01
2347,1,432,15.52,2005-06-19 10:06:32
2348,2,61,11.88,2008-10-31 03:37:15
2349,3,627,9.46,2005-08-19 05:51:55
2350,3,529,5.45,2006-07-05 12:27:45
2351,2,354,17.28,2006-04-16 12:50:34
2352,1,981,11.67,2006-10-26 22:13:07
2353,3,407,7.35,2008-06-20 20:55:34
2354,2,411,17.59,2005-04-23 08:40:11
2355,1,55,8.36,2006-02-23 19:14:34
2356,3,834,17.21,2009-08-03 21:13:43
2357,2,392,19.34,2006-08-24 07:50:53
2358,3,866,18.14,2008-07-19 06:34:54
2359,3,259,19.62,2005-10-20 16:34:05
2360,1,841,18.58,2006-06-05 05:14:23
2361,3,994,16.03,2008-04-04 21:01:21
2362,2,562,10.83,2005-04-28 02:19:41
2363,2,855,13.17,2009-09-16 20:13:28
2364,1,774,19.48,2007-08-06 13:51:53
2365,2,694,14.7,2007-05-03 08:01:33
2366,3,539,15.76,2009-12-25 04:59:27
2367,1,992,6.5,2006-10-06 04:16:59
2368,2,406,5.83,2009-03-19 06:44:59
2369,2,253,14.29,2005-11-03 23:17:13
2370,3,601,8.6,2008-05-09 03:03:59
2371,3,668,5.44,2009-07-01 01:55:50
2372,2,292,9.29,2007-11-27 11:31:48
2373,2,808,12.9,2005-11-22 15:27:35
2374,1,910,15.2,2008-11-18 10:04:20
2375,2,116,8.39,2007-09-19 11:59:08
2376,1,143,12.44,2006-06-02 03:40:26
2377,1,153,12.27,2005-06-19 19:35:36
2378,1,932,17.94,2007-09-01 18:55:47
2379,1,15,10.34,2007-04-09 17:26:28
2380,2,261,11.61,2006-01-01 22:38:02
2381,3,513,17.81,2006-08-17 00:10:17
2382,1,582,13.05,2008-10-26 06:34:03
2383,2,645,7.65,2009-10-06 19:54:01
2384,2,892,13.88,2007-03-07 11:41:22
2385,1,461,16.2,2006-11-14 18:10:45
2386,3,847,11.53,2008-05-24 01:39:30
2387,2,645,5.56,2008-05-31 07:46:05
2388,3,870,5.97,2005-12-05 18:47:44
2389,1,647,9.98,2006-05-02 07:01:52
2390,3,293,19.96,2008-02-16 02:12:54
2391,2,82,5.8,2005-10-09 15:41:40
2392,2,725,18.82,2006-06-01 23:46:41
2393,2,835,15.85,2008-02-27 00:08:22
2394,3,246,6.46,2007-09-18 03:03:20
2395,1,479,14.58,2008-10-13 17:14:01
2396,3,789,6.72,2008-01-13 15:18:27
2397,3,849,12.86,2008-03-08 12:30:19
2398,1,283,16.6,2005-11-14 20:25:09
2399,1,780,13.55,2006-09-30 13:49:50
2400,2,81,12.31,2006-03-16 23:41:04
2401,1,653,16.22,2008-07-02 17:21:55
2402,3,728,10.94,2009-01-19 11:28:33
2403,1,226,15.26,2009-02-28 03:57:28
2404,3,974,5.91,2009-01-05 09:54:28
2405,2,731,8.53,2005-08-28 19:23:36
2406,1,115,12.31,2005-08-09 09:08:11
2407,2,504,19.13,2008-08-10 11:13:11
2408,2,606,5.2,2009-08-07 21:03:08
2409,2,101,18.9,2006-09-03 21:57:22
2410,1,890,15.35,2007-12-13 02:24:03
2411,2,732,17.18,2006-03-23 20:53:09
2412,2,897,6.6,2006-04-17 12:25:30
2413,1,336,17.65,2009-12-16 23:16:41
2414,1,710,17.42,2006-10-26 17:17:54
2415,3,603,13.78,2008-07-28 14:51:42
2416,1,380,12.21,2005-09-18 03:06:40
2417,2,974,15.02,2008-12-30 04:02:20
2418,3,526,8.57,2007-08-23 05:15:13
2419,1,320,10.38,2005-05-22 16:18:25
2420,3,825,9.95,2007-04-10 14:59:58
2421,2,339,8.43,2005-05-10 14:22:50
2422,3,220,6.05,2009-04-24 00:22:34
2423,1,666,16.5,2006-05-01 01:16:39
2424,1,769,16.01,2005-01-14 18:57:25
2425,1,585,5.28,2006-11-10 22:01:06
2426,1,887,11.09,2008-01-03 01:52:56
2427,3,768,18.75,2007-04-18 09:16:49
2428,2,709,14.72,2005-01-04 10:33:16
2429,2,470,6.39,2008-09-15 16:07:14
2430,3,474,16.96,2009-03-03 18:58:41
2431,3,71,15.71,2009-07-04 00:56:57
2432,3,492,15.3,2006-08-07 13:45:25
2433,2,733,10.16,2008-01-01 01:07:05
2434,1,418,16.38,2006-10-12 07:08:37
2435,2,823,17.45,2005-10-30 14:30:49
2436,3,210,9.34,2007-01-01 03:42:59
2437,3,975,13.6,2008-03-17 17:40:51
2438,1,684,5.49,2005-03-10 07:50:48
2439,1,227,13.57,2008-08-02 04:24:48
2440,3,23,19.26,2007-10-08 10:53:12
2441,2,921,14.52,2008-06-08 01:24:14
2442,3,199,16.9,2005-06-30 10:28:58
2443,1,802,16.86,2006-03-28 22:16:58
2444,2,489,15.47,2005-12-09 08:57:03
2445,1,568,17.22,2007-07-29 16:24:02
2446,1,197,16.6,2009-08-17 10:40:13
2447,1,880,19.94,2006-07-15 05:20:45
2448,1,500,17.03,2008-03-07 02:26:18
2449,3,169,7.98,2006-03-15 02:37:45
2450,2,135,11.34,2006-07-13 06:49:27
2451,2,468,10.2,2009-02-10 03:16:42
2452,1,556,18.72,2007-11-08 15:48:01
2453,1,278,15.1,2005-10-03 14:14:00
2454,3,467,5.7,2009-05-05 22:51:39
2455,2,253,17.28,2007-11-18 16:38:05
2456,2,45,12.59,2005-07-26 12:22:33
2457,2,393,12.11,2006-02-22 10:40:32
2458,2,397,19.26,2007-10-31 10:51:10
2459,3,898,5.37,2005-11-08 16:48:14
2460,3,365,6.09,2009-06-30 11:34:08
2461,2,478,7.28,2005-10-26 21:58:23
2462,3,878,18.31,2006-06-26 18:18:06
2463,2,231,6.99,2005-05-21 09:34:12
2464,2,100,11.17,2009-03-16 11:51:09
2465,3,502,12.05,2005-10-27 19:32:25
2466,1,873,10.47,2008-02-25 18:43:13
2467,1,521,5.4,2009-01-06 18:00:47
2468,3,173,12.81,2006-12-09 23:47:28
2469,2,40,10.98,2009-12-18 14:35:03
2470,3,498,14.21,2009-02-15 22:31:51
2471,1,513,13.48,2008-11-02 10:02:33
2472,1,400,13.83,2009-07-26 04:52:02
2473,1,345,17.09,2007-10-27 15:05:55
2474,2,227,6.21,2005-02-18 19:54:07
2475,1,757,14.46,2009-01-26 07:41:15
2476,1,823,5.07,2006-01-23 08:31:30
2477,1,278,11.22,2006-08-27 19:48:22
2478,2,167,17.03,2008-12-11 05:58:00
2479,2,722,19.84,2006-09-06 10:23:07
2480,1,651,17.14,2006-04-01 05:23:00
2481,3,48,8.9,2008-03-12 12:39:07
2482,3,359,9.5,2009-09-25 16:30:00
2483,3,715,8.53,2009-12-26 19:23:33
2484,3,183,14.64,2008-10-31 23:37:57
2485,1,12,18.01,2007-07-11 23:47:01
2486,2,189,18.16,2005-07-31 04:44:33
2487,2,375,16.65,2006-08-04 21:59:58
2488,3,580,7.05,2009-07-28 20:21:08
2489,3,838,12.2,2009-04-12 07:11:47
2490,1,984,10.88,2009-03-12 12:00:11
2491,3,236,17.42,2005-04-21 21:55:28
2492,3,51,13.98,2006-11-06 19:52:20
2493,3,420,13.47,2009-06-29 06:44:09
2494,2,847,16.09,2009-02-22 11:40:35
2495,2,133,11.46,2006-04-24 12:18:33
2496,1,318,5.67,2007-11-26 02:13:42
2497,1,939,7.33,2009-06-20 17:13:58
2498,2,890,14.33,2009-02-18 19:07:58
2499,1,884,12.33,2008-04-17 01:44:24
2500,1,231,16.94,2006-05-01 10:08:37
2501,2,904,5.43,2008-06-07 02:42:24
2502,1,189,18.74,2007-02-16 14:45:01
2503,3,656,17.17,2006-09-10 23:34:08
2504,3,981,18.11,2008-07-20 13:24:38
2505,1,982,17.1,2008-10-14 23:25:46
2506,3,278,9.95,2006-11-05 14:23:22
2507,3,751,6.87,2006-11-25 19:13:35
2508,2,491,8.55,2008-04-28 03:01:47
2509,3,15,9.83,2007-07-30 18:51:00
2510,3,324,17.79,2005-05-28 23:45:18
2511,1,101,9.98,2006-03-04 03:43:33
2512,1,125,11.3,2008-04-07 23:59:28
2513,3,719,8.53,2008-07-22 20:54:06
2514,2,339,15.95,2009-03-11 11:34:36
2515,2,823,13.86,2007-12-22 10:44:05
2516,2,317,15.74,2008-11-11 12:19:56
2517,2,607,12.6,2006-01-30 20:55:59
2518,3,766,12.61,2008-05-16 12:11:22
2519,2,314,8.03,2008-05-22 00:39:03
2520,1,589,9.08,2005-03-05 00:10:29
2521,1,384,16.72,2007-11-02 05:31:44
2522,1,624,7.31,2006-01-18 03:30:48
2523,3,295,5.86,2006-08-03 17:05:18
2524,3,871,11.29,2009-04-30 19:43:25
2525,3,452,13.82,2005-04-03 20:27:57
2526,2,822,19.37,2005-11-09 05:01:39
2527,1,328,13.31,2006-08-24 18:25:14
2528,2,908,18.93,2007-02-27 21:22:45
2529,1,598,7.04,2009-07-28 20:15:09
2530,2,63,15.8,2008-06-25 23:38:27
2531,2,509,19.33,2005-04-27 03:08:16
2532,3,90,11.49,2005-02-09 01:21:27
2533,2,211,11.19,2006-08-02 17:47:27
2534,3,858,15.9,2009-11-22 05:38:06
2535,3,776,9.83,2006-05-29 12:25:24
2536,3,202,11.2,2009-03-11 06:13:03
2537,3,622,9.12,2005-09-07 15:29:21
2538,2,789,19.89,2008-03-27 04:13:33
2539,2,283,6.23,2009-08-27 23:58:04
2540,2,835,8.97,2007-01-11 02:03:46
2541,1,341,17.95,2007-05-21 14:19:05
2542,1,546,10.91,2008-09-07 17:32:06
2543,1,568,14.71,2007-11-06 08:26:03
2544,3,678,8.14,2006-03-21 07:57:48
2545,3,838,18.49,2009-11-18 16:21:58
2546,3,51,6.13,2006-03-21 04:12:50
2547,2,704,13.67,2007-04-13 21:38:09
2548,2,212,11.93,2007-03-18 17:35:31
2549,2,101,13.6,2006-07-09 23:34:51
2550,3,731,18.34,2007-02-09 14:11:51
2551,2,693,9.84,2008-08-29 16:54:36
2552,2,794,13.68,2008-09-15 23:40:00
2553,1,951,14.06,2008-04-02 06:45:55
2554,2,27,11.74,2006-07-01 09:50:43
2555,3,951,15.2,2005-03-05 13:09:08
2556,2,411,7.14,2009-01-24 04:30:31
2557,2,119,12.72,2009-04-25 01:21:59
2558,2,839,17.68,2008-11-24 22:20:57
2559,3,514,10.22,2009-04-28 10:09:49
2560,2,864,17.39,2007-11-21 03:03:13
2561,3,718,13.94,2008-03-21 06:01:05
2562,2,742,9.84,2009-11-16 20:05:28
2563,1,682,16.53,2005-09-03 22:59:18
2564,3,765,16.19,2007-06-02 14:41:04
2565,2,634,5.04,2006-06-22 05:42:16
2566,3,31,6.94,2007-08-09 11:22:24
2567,1,671,14.52,2009-09-02 11:06:28
2568,1,510,10.86,2007-07-20 13:18:35
2569,2,506,10.91,2006-06-11 11:40:00
2570,1,594,7.18,2009-04-30 15:26:40
2571,3,435,9.49,2005-09-24 15:47:17
2572,2,208,11.37,2006-02-18 11:18:12
2573,1,398,18.21,2006-01-23 03:19:26
2574,2,577,9.78,2008-01-19 15:24:56
2575,3,247,11.28,2008-11-12 17:37:49
2576,3,692,6.96,2009-07-24 09:00:04
2577,1,334,6.73,2007-04-20 02:33:06
2578,2,266,15.27,2009-11-16 05:24:04
2579,3,592,8.57,2006-05-26 20:52:27
2580,3,681,9.99,2006-11-20 20:30:56
2581,1,171,7.29,2006-10-20 05:11:32
2582,1,221,19.58,2006-12-28 10:09:47
2583,3,717,6.37,2007-07-24 00:49:04
2584,2,605,18.67,2006-12-12 19:39:00
2585,2,528,10.26,2008-09-30 14:18:40
2586,3,65,17.19,2009-04-25 12:35:31
2587,3,199,16.83,2007-07-29 08:57:07
2588,2,957,14.1,2006-03-25 05:50:17
2589,1,237,7.46,2008-09-08 04:00:42
2590,2,868,15.67,2006-12-19 21:34:40
2591,1,231,7.38,2008-12-04 15:40:34
2592,1,180,18.37,2009-04-27 07:43:15
2593,3,523,16.03,2009-05-02 04:32:04
2594,3,836,16.44,2007-10-24 14:03:17
2595,1,891,19.59,2006-01-26 20:56:45
2596,1,948,17.27,2005-07-07 23:47:19
2597,2,978,15.26,2006-02-28 01:30:12
2598,3,199,11.16,2005-08-10 05:28:35
2599,1,740,11.84,2006-09-22 09:39:33
2600,3,423,5.97,2008-05-30 12:54:22
2601,2,826,15.3,2006-07-31 03:13:42
2602,3,563,11.91,2007-09-24 02:56:05
2603,3,67,6.31,2007-08-12 23:37:46
2604,2,209,7.56,2009-03-03 06:23:47
2605,3,298,8.88,2006-10-20 15:06:33
2606,2,459,7.61,2005-05-30 12:32:36
2607,3,85,15.06,2005-06-09 11:18:48
2608,2,993,9.56,2007-07-16 06:13:24
2609,1,473,11.41,2007-04-19 04:19:35
2610,1,172,14.76,2007-04-08 01:17:56
2611,2,555,19.05,2009-12-12 21:37:44
2612,2,832,16.12,2006-03-15 05:04:38
2613,1,553,17.63,2006-11-26 13:02:11
2614,1,861,12.21,2005-07-02 03:14:59
2615,1,865,6.95,2006-04-25 20:27:15
2616,1,860,14.92,2008-03-01 18:22:41
2617,2,935,6.63,2009-05-15 16:50:26
2618,3,314,13.11,2009-12-22 23:35:45
2619,2,587,15.75,2005-01-15 16:18:19
2620,2,497,8.04,2008-08-23 09:04:36
2621,3,239,12.58,2009-10-20 03:12:07
2622,2,324,5.5,2008-06-16 08:07:36
2623,2,979,11.89,2005-08-17 13:39:33
2624,3,30,14.39,2009-12-28 16:59:33
2625,2,859,17.94,2008-12-31 19:45:08
2626,3,22,18.16,2007-03-19 13:42:38
2627,1,441,6.27,2009-01-24 02:36:18
2628,1,46,19.41,2007-09-27 19:55:28
2629,3,849,11.9,2009-09-21 14:13:51
2630,3,251,11.26,2007-11-24 11:47:18
2631,1,499,13.64,2009-01-25 07:18:12
2632,1,477,9.81,2009-07-22 19:21:05
2633,3,486,6.91,2005-06-03 04:41:02
2634,1,805,18.33,2005-08-18 11:14:04
2635,1,410,7.57,2009-07-07 02:54:21
2636,1,48,13.48,2005-08-07 12:24:26
2637,2,601,7.25,2005-06-14 14:23:41
2638,2,2,18.74,2007-11-01 00:11:10
2639,1,671,19.25,2008-03-10 06:28:54
2640,1,178,5.42,2009-12-03 20:39:07
2641,3,599,9.22,2008-08-22 15:57:42
2642,1,555,12.35,2005-09-12 20:12:46
2643,2,468,6.4,2005-07-01 16:03:54
2644,1,106,13.25,2009-05-05 20:01:03
2645,3,964,17.22,2007-01-13 09:27:53
2646,3,483,7.59,2008-05-04 14:36:35
2647,1,224,19.39,2009-08-01 10:46:49
2648,1,216,19.0,2007-07-11 09:47:39
2649,1,330,9.17,2006-05-13 08:34:15
2650,3,113,14.23,2007-04-03 08:57:37
2651,1,548,9.96,2006-05-18 15:21:04
2652,2,941,11.82,2008-07-28 05:59:40
2653,3,78,9.3,2005-02-06 08:04:15
2654,3,560,19.34,2009-06-06 18:31:39
2655,2,605,13.05,2005-05-20 10:25:47
2656,2,236,19.41,2008-06-18 02:10:32
2657,2,503,5.28,2009-03-11 18:17:44
2658,2,532,14.53,2009-09-09 00:14:01
2659,2,139,17.2,2006-09-03 23:54:36
2660,1,639,18.9,2009-11-17 12:53:11
2661,2,974,10.04,2006-01-09 02:21:16
2662,2,898,8.87,2009-09-02 08:21:48
2663,1,592,13.11,2008-01-13 13:20:30
2664,2,95,5.31,2006-11-21 10:54:47
2665,3,764,13.26,2008-12-05 03:07:20
2666,1,645,19.38,2009-09-26 03:10:10
2667,2,197,18.65,2009-05-22 00:42:37
2668,2,372,16.28,2006-04-15 14:38:34
2669,2,324,13.26,2005-11-27 15:23:03
2670,3,666,15.98,2006-03-20 00:19:06
2671,3,1,5.12,2006-03-21 19:25:26
2672,1,763,5.62,2005-01-26 14:25:27
2673,2,520,6.59,2006-02-13 17:12:06
2674,3,881,13.89,2007-03-23 02:28:09
2675,2,39,18.83,2007-08-20 13:42:15
2676,1,241,5.27,2005-08-07 01:16:50
2677,3,937,13.11,2008-06-24 07:59:16
2678,2,60,13.65,2009-06-26 18:42:31
2679,1,189,10.3,2006-04-13 11:13:11
2680,2,941,12.89,2006-07-24 20:23:08
2681,3,481,7.99,2006-06-14 08:13:24
2682,1,891,13.03,2006-01-12 09:26:11
2683,3,704,18.22,2009-03-30 14:52:51
2684,3,11,9.8,2007-07-21 13:54:18
2685,3,191,19.98,2008-10-21 17:04:57
2686,2,932,5.73,2009-09-16 18:44:02
2687,2,748,10.18,2009-02-07 14:03:02
2688,2,597,12.73,2007-10-23 11:37:12
2689,2,105,18.09,2006-04-25 14:55:24
2690,3,505,5.5,2006-05-10 10:13:28
2691,1,508,10.15,2007-11-25 14:35:53
2692,3,685,19.2,2005-12-17 01:46:55
2693,1,381,8.54,2007-02-08 11:57:03
2694,2,487,10.86,2008-01-21 00:46:52
2695,3,651,7.01,2008-02-14 11:00:21
2696,3,467,14.26,2009-03-21 20:05:49
2697,2,706,13.06,2006-07-03 05:15:30
2698,3,684,9.95,2007-05-31 02:55:28
2699,2,738,11.88,2009-02-11 02:06:27
2700,1,70,6.96,2007-08-21 03:55:56
2701,3,728,9.58,2005-12-16 07:13:12
2702,2,794,9.42,2007-11-01 10:38:40
2703,2,474,11.92,2005-10-18 14:35:18
2704,2,671,7.82,2006-03-11 01:25:24
2705,2,38,8.06,2009-03-02 12:59:10
2706,1,962,9.17,2006-01-30 18:50:25
2707,1,911,17.7,2008-12-01 16:24:10
2708,2,554,19.82,2009-01-11 20:47:29
2709,3,167,17.91,2007-02-24 22:59:50
2710,3,810,6.76,2005-08-21 21:24:32
2711,1,958,8.77,2005-02-22 03:40:00
2712,2,80,5.72,2009-07-21 21:09:27
2713,3,875,6.64,2005-10-15 16:35:34
2714,3,656,13.13,2008-03-25 20:20:07
2715,3,95,19.53,2007-01-12 15:04:58
2716,3,471,16.95,2006-01-02 16:41:10
2717,3,219,7.21,2007-02-02 03:03:04
2718,1,555,6.81,2006-03-19 12:13:47
2719,2,169,17.36,2007-12-06 01:24:12
2720,3,426,8.06,2005-10-06 19:11:28
2721,3,257,11.8,2006-03-16 06:58:27
2722,2,847,10.71,2006-11-18 15:09:03
2723,2,800,6.52,2005-03-10 13:23:01
2724,2,675,15.42,2005-01-27 20:48:20
2725,1,455,12.16,2007-01-27 01:53:13
2726,3,902,19.17,2009-01-09 07:30:32
2727,1,707,9.08,2009-07-16 00:32:36
2728,2,154,13.47,2009-10-15 22:53:38
2729,1,932,11.67,2009-03-26 18:58:38
2730,2,607,15.35,2007-05-13 09:48:09
2731,2,666,16.09,2007-02-03 19:41:35
2732,1,335,7.54,2009-11-12 18:43:59
2733,3,759,13.7,2006-01-09 13:51:01
2734,1,894,19.45,2006-02-09 00:40:32
2735,2,857,6.12,2006-02-07 10:58:16
2736,3,519,12.08,2005-01-29 22:17:45
2737,1,221,18.49,2006-05-01 10:26:15
2738,3,591,9.14,2005-01-20 03:46:17
2739,2,679,5.88,2006-09-17 20:18:15
2740,3,195,19.86,2006-11-11 15:18:56
2741,1,258,13.13,2006-08-19 23:13:18
2742,1,721,7.76,2007-11-27 09:14:40
2743,2,109,13.24,2008-01-20 23:29:19
2744,3,346,12.5,2007-08-21 03:29:14
2745,2,991,12.48,2007-09-24 14:17:00
2746,1,267,14.65,2008-05-23 13:41:23
2747,1,467,17.97,2009-10-29 08:16:00
2748,3,49,12.56,2009-06-08 12:06:58
2749,2,430,13.33,2008-03-11 23:35:25
2750,2,221,14.45,2007-03-10 02:09:17
2751,1,529,18.28,2006-04-12 04:21:12
2752,2,288,17.14,2009-02-24 09:34:56
2753,2,373,10.76,2008-10-28 15:22:29
2754,3,941,9.3,2007-04-26 01:10:32
2755,2,120,18.77,2006-09-15 07:51:28
2756,3,273,17.35,2007-08-21 02:34:01
2757,1,586,5.13,2009-06-25 12:07:45
2758,1,752,7.95,2009-05-12 08:55:24
2759,3,885,13.42,2008-04-07 00:00:21
2760,3,183,14.3,2006-01-22 21:30:43
2761,3,150,11.1,2005-01-05 03:47:57
2762,2,172,5.78,2008-12-19 16:45:42
2763,2,614,9.42,2009-09-02 16:21:32
2764,3,29,8.08,2008-06-05 16:31:44
2765,2,76,16.26,2007-11-23 00:45:59
2766,3,625,18.24,2005-05-13 15:17:17
2767,2,436,5.86,2009-01-24 02:21:24
2768,2,954,11.83,2006-11-05 10:11:17
2769,1,21,16.64,2009-03-24 11:31:05
2770,3,561,17.58,2007-01-21 21:01:04
2771,3,727,16.23,2009-02-07 05:24:17
2772,3,229,8.15,2005-02-05 13:24:08
2773,1,593,5.82,2006-07-10 11:07:36
2774,2,383,18.06,2009-10-11 02:28:39
2775,3,499,10.37,2007-10-02 15:22:49
2776,1,992,15.48,2006-02-06 03:47:47
2777,2,859,10.54,2008-03-19 02:39:46
2778,1,444,17.99,2005-04-02 07:24:34
2779,3,25,16.92,2007-01-18 15:32:45
2780,1,348,18.18,2005-06-11 17:52:22
2781,1,345,5.71,2005-04-04 22:16:03
2782,3,403,19.68,2007-04-12 11:22:07
2783,2,954,14.68,2005-07-26 15:17:21
2784,1,308,8.35,2005-04-27 04:36:56
2785,3,423,7.96,2009-11-09 11:35:24
2786,1,161,8.87,2005-01-14 22:33:30
2787,2,66,7.46,2007-03-26 12:43:55
2788,2,380,14.3,2006-08-28 18:25:38
2789,1,850,16.4,2008-01-06 15:34:08
2790,1,953,18.63,2008-07-14 14:02:46
2791,3,989,5.94,2005-12-14 07:50:11
2792,1,201,13.27,2008-07-13 00:23:13
2793,2,620,18.35,2007-07-14 15:25:39
2794,2,55,6.66,2009-06-09 22:07:15
2795,2,619,9.78,2007-01-05 03:21:14
2796,2,429,6.94,2006-01-30 07:02:15
2797,3,988,10.52,2009-10-07 11:44:35
2798,3,5,11.59,2006-04-16 20:45:04
2799,1,984,10.78,2009-09-10 02:36:28
2800,2,873,17.93,2009-05-26 09:59:49
2801,2,294,14.59,2006-09-06 18:19:27
2802,1,399,9.28,2007-05-21 03:07:12
2803,3,71,13.51,2006-02-17 11:57:04
2804,1,698,19.02,2006-02-17 12:14:39
2805,2,644,10.58,2007-12-26 03:57:54
2806,1,35,11.85,2006-10-24 14:54:19
2807,2,494,14.21,2009-04-23 03:39:41
2808,1,32,12.24,2009-05-20 13:56:52
2809,3,618,14.94,2007-02-17 16:58:27
2810,2,698,7.53,2005-05-17 22:58:43
2811,1,431,11.99,2008-12-15 02:20:50
2812,1,669,12.81,2007-10-20 19:09:45
2813,3,894,8.46,2007-05-11 05:46:41
2814,2,631,9.88,2008-11-19 00:52:05
2815,2,265,5.18,2006-10-21 09:27:54
2816,3,524,12.85,2006-03-23 06:11:43
2817,2,777,5.76,2006-10-19 07:14:16
2818,1,230,14.15,2008-09-26 09:35:49
2819,1,28,10.58,2009-08-07 17:59:16
2820,1,781,10.16,2006-08-16 03:10:23
2821,2,50,12.85,2006-09-17 17:45:52
2822,2,284,19.2,2006-10-07 11:01:15
2823,1,314,11.3,2008-12-19 23:06:17
2824,3,685,19.3,2007-01-09 22:09:19
2825,3,303,12.98,2007-03-27 00:16:15
2826,3,959,15.74,2008-12-16 16:58:19
2827,3,263,13.73,2009-05-22 23:36:16
2828,2,996,10.97,2005-10-13 02:43:17
2829,2,526,16.94,2006-05-06 04:00:21
2830,1,911,17.01,2008-10-20 20:14:40
2831,3,678,11.81,2008-02-24 08:50:08
2832,1,719,17.18,2008-06-28 09:31:02
2833,1,885,14.53,2005-02-25 16:16:32
2834,2,304,14.67,2009-06-27 05:38:27
2835,2,512,7.27,2005-03-19 10:58:51
2836,2,682,11.68,2008-01-29 05:21:21
2837,2,271,10.14,2006-04-11 23:39:54
2838,3,640,13.23,2005-04-16 17:52:02
2839,2,259,11.77,2006-05-03 12:56:48
2840,1,1,7.84,2008-12-16 11:53:18
2841,2,45,19.18,2008-08-29 09:34:17
2842,1,833,18.26,2006-01-30 00:22:04
2843,3,597,10.64,2007-06-27 18:08:01
2844,1,670,11.04,2009-05-12 18:43:20
2845,2,19,5.24,2009-09-15 20:28:32
2846,1,302,12.84,2009-05-30 23:18:21
2847,3,495,10.99,2006-05-29 02:51:43
2848,1,510,5.14,2009-06-12 18:18:45
2849,2,504,5.37,2005-09-16 11:02:38
2850,1,167,6.29,2005-04-14 13:11:11
2851,1,778,12.7,2005-10-27 08:43:23
2852,1,66,6.27,2007-02-11 08:46:36
2853,1,930,11.53,2008-02-29 13:52:51
2854,3,37,7.76,2006-07-10 11:00:35
2855,3,245,8.42,2008-10-08 17:17:45
2856,3,637,10.01,2008-01-10 18:31:05
2857,1,785,8.03,2009-07-27 14:22:49
2858,3,8,12.97,2007-02-24 10:22:51
2859,1,20,15.09,2009-12-22 18:42:52
2860,2,637,9.29,2008-02-19 03:30:57
2861,3,798,7.59,2009-04-27 00:57:24
2862,3,347,10.12,2007-12-17 05:23:46
2863,2,257,16.23,2005-11-10 20:33:01
2864,3,610,10.99,2006-09-14 06:48:03
2865,3,317,8.3,2007-07-10 20:56:08
2866,2,676,18.94,2006-01-16 00:00:33
2867,2,22,16.51,2007-10-21 11:22:21
2868,3,10,6.82,2007-11-09 14:53:53
2869,2,288,17.59,2005-06-14 17:57:07
2870,2,625,5.53,2007-11-28 00:39:58
2871,3,475,10.66,2007-04-24 18:16:47
2872,2,862,11.19,2008-07-28 22:43:50
2873,1,862,18.23,2007-06-29 19:05:21
2874,1,675,11.99,2009-10-25 15:06:06
2875,3,862,6.73,2009-02-21 23:41:45
2876,2,613,15.76,2006-06-05 10:35:45
2877,3,234,12.36,2006-06-15 14:36:13
2878,3,239,10.98,2009-07-14 18:35:44
2879,1,487,11.86,2007-09-14 07:42:10
2880,1,920,11.17,2007-06-04 18:33:35
2881,3,378,14.99,2006-09-28 08:50:38
2882,1,210,5.92,2009-09-17 21:09:40
2883,1,274,14.4,2007-10-28 11:28:49
2884,2,804,6.76,2007-09-28 21:33:59
2885,3,566,13.34,2009-05-14 04:16:06
2886,1,211,16.4,2007-05-22 19:34:55
2887,2,226,12.2,2007-11-13 03:03:03
2888,3,222,16.13,2005-02-23 11:29:01
2889,2,919,7.29,2005-01-09 12:52:02
2890,3,904,14.54,2007-01-01 05:03:21
